id	level	category	word	old_example	new_example	new_ko	new_en
v0885	A1-A2	LES ACCESSOIRES	les sandales (f.)	J'aime les sandales.	Je porte des sandales quand il fait chaud.	나는 날씨가 더울 때 샌들을 신는다.	I wear sandals when it is hot.
v0886	A1-A2	LES ACCESSOIRES	les bottes (f.)	J'aime les bottes.	Je mets des bottes quand il neige beaucoup.	나는 눈이 많이 올 때 부츠를 신는다.	I wear boots when it snows a lot.
v0887	A1-A2	LES ACCESSOIRES	le linge	J'aime le linge.	Je plie le linge propre avant de le ranger.	나는 깨끗한 빨래를 개서 정리한다.	I fold the clean laundry before putting it away.
v0888	A1-A2	LES ACCESSOIRES	le slip	J'aime le slip.	Je mets un slip propre après la douche.	나는 샤워 후에 깨끗한 속옷으로 갈아입는다.	I put on clean underwear after showering.
v0889	A1-A2	LES ACCESSOIRES	la culotte	J'aime la culotte.	Elle range ses culottes dans le tiroir du bas.	그녀는 여성 속옷을 아래쪽 서랍에 정리한다.	She keeps her underwear in the bottom drawer.
v0890	A1-A2	LES ACCESSOIRES	la montre	J'aime la montre.	Je regarde ma montre pour vérifier l'heure.	나는 시간을 확인하려고 손목시계를 본다.	I look at my watch to check the time.
v0891	A1-A2	LES ACCESSOIRES	le bijou	J'aime le bijou.	Elle garde ses bijoux dans une petite boîte.	그녀는 보석을 작은 상자에 보관한다.	She keeps her jewelry in a small box.
v0892	A1-A2	LES ACCESSOIRES	le collier	J'aime le collier.	Elle porte un collier discret avec cette robe.	그녀는 이 드레스에 심플한 목걸이를 착용한다.	She wears a simple necklace with this dress.
v0893	A1-A2	LES ACCESSOIRES	la bague	J'aime la bague.	Il a retiré sa bague avant de cuisiner.	그는 요리하기 전에 반지를 뺐다.	He took off his ring before cooking.
v0894	A1-A2	LES ACCESSOIRES	la boucle d'oreille	J'aime la boucle d'oreille.	Elle a perdu une boucle d'oreille dans le métro.	그녀는 지하철에서 귀걸이 한 짝을 잃어버렸다.	She lost an earring on the subway.
v0895	A1-A2	LES ACCESSOIRES	le bracelet	J'aime le bracelet.	Ce bracelet est trop serré à mon poignet.	이 팔찌는 내 손목에 너무 꽉 낀다.	This bracelet is too tight on my wrist.
v0896	A1-A2	LES ACCESSOIRES	le sac	J'aime le sac.	Je mets mon portefeuille et mes clés dans mon sac.	나는 지갑과 열쇠를 가방에 넣는다.	I put my wallet and keys in my bag.
v0897	A1-A2	LES ACCESSOIRES	le sac à dos	J'aime le sac à dos.	Je prends un sac à dos pour les longues randonnées.	나는 긴 하이킹을 갈 때 배낭을 챙긴다.	I take a backpack for long hikes.
v0898	A1-A2	LES ACCESSOIRES	la poche	J'aime la poche.	J'ai mis mes clés dans la poche de ma veste.	나는 재킷 주머니에 열쇠를 넣었다.	I put my keys in my jacket pocket.
v0899	A1-A2	LES ACCESSOIRES	le mouchoir	J'aime le mouchoir.	J'ai toujours un mouchoir dans ma poche.	나는 항상 주머니에 손수건을 넣어 다닌다.	I always keep a handkerchief in my pocket.
v0900	A1-A2	LES ACCESSOIRES	les affaires (f.)	J'aime les affaires.	N'oublie pas tes affaires avant de quitter la chambre.	방을 나가기 전에 개인 소지품을 잊지 마.	Don't forget your belongings before leaving the room.
v0901	A1-A2	LES ACCESSOIRES	le portefeuille	J'aime le portefeuille.	Je garde mes cartes et un peu d'argent dans mon portefeuille.	나는 카드와 약간의 현금을 지갑에 넣어 다닌다.	I keep my cards and some cash in my wallet.
v1100	A1-A2	LA NOURRITURE ET LES REPAS	la nourriture	J'aime la nourriture.	Je prépare la nourriture pour demain afin de gagner du temps.	나는 시간을 아끼려고 내일 먹을 음식을 미리 준비한다.	I prepare food for tomorrow to save time.
v1101	A1-A2	LA NOURRITURE ET LES REPAS	l'aliment (m.)	J'aime l'aliment.	Je vérifie toujours la liste des ingrédients sur les aliments emballés.	나는 포장 식품의 원재료 목록을 항상 확인한다.	I always check the ingredient list on packaged foods.
v1102	A1-A2	LA NOURRITURE ET LES REPAS	le repas	J'aime le repas.	Je prends mes repas à des heures assez régulières.	나는 비교적 규칙적인 시간에 식사한다.	I eat my meals at fairly regular times.
v1103	A1-A2	LA NOURRITURE ET LES REPAS	le petit déjeuner	J'aime le petit déjeuner.	Je prends un petit déjeuner léger avant de partir travailler.	나는 출근하기 전에 가볍게 아침을 먹는다.	I have a light breakfast before leaving for work.
v1104	A1-A2	LA NOURRITURE ET LES REPAS	le déjeuner	J'aime le déjeuner.	Je déjeune vers midi quand je travaille.	나는 일할 때 보통 정오쯤 점심을 먹는다.	I have lunch around noon when I work.
v1105	A1-A2	LA NOURRITURE ET LES REPAS	le dîner	J'aime le dîner.	Nous dînons ensemble après le travail.	우리는 퇴근 후에 함께 저녁을 먹는다.	We have dinner together after work.
v1106	A1-A2	LA NOURRITURE ET LES REPAS	le fruit	J'aime le fruit.	Je mange un fruit quand j'ai faim entre les repas.	나는 식사 사이에 배가 고프면 과일을 먹는다.	I eat a piece of fruit when I get hungry between meals.
v1107	A1-A2	LA NOURRITURE ET LES REPAS	la pomme	J'aime la pomme.	Je coupe une pomme en tranches pour le goûter.	나는 간식으로 먹으려고 사과를 얇게 썬다.	I slice an apple for a snack.
v1108	A1-A2	LA NOURRITURE ET LES REPAS	la poire	J'aime la poire.	Je mets une poire dans mon sac pour plus tard.	나는 나중에 먹으려고 배 하나를 가방에 넣는다.	I put a pear in my bag for later.
v1109	A1-A2	LA NOURRITURE ET LES REPAS	la pêche	J'aime la pêche.	Cette pêche est mûre, alors je la mange aujourd'hui.	이 복숭아는 잘 익어서 오늘 먹는다.	This peach is ripe, so I'm eating it today.
v1110	A1-A2	LA NOURRITURE ET LES REPAS	l'abricot (m.)	J'aime l'abricot.	Je coupe un abricot en deux pour retirer le noyau.	나는 씨를 빼려고 살구를 반으로 자른다.	I cut an apricot in half to remove the pit.
v1111	A1-A2	LA NOURRITURE ET LES REPAS	la cerise	J'aime la cerise.	Je retire les noyaux des cerises avant de faire un dessert.	나는 디저트를 만들기 전에 체리 씨를 뺀다.	I remove the pits from the cherries before making a dessert.
v1112	A1-A2	LA NOURRITURE ET LES REPAS	la fraise	J'aime la fraise.	J'ajoute des fraises à mon yaourt le matin.	나는 아침에 요구르트에 딸기를 넣는다.	I add strawberries to my yogurt in the morning.
v1113	A1-A2	LA NOURRITURE ET LES REPAS	la myrtille	J'aime la myrtille.	Je mets des myrtilles dans mes céréales.	나는 시리얼에 블루베리를 넣는다.	I put blueberries in my cereal.
v1114	A1-A2	LA NOURRITURE ET LES REPAS	la framboise	J'aime la framboise.	Les framboises s'écrasent facilement, alors je les range avec soin.	라즈베리는 쉽게 으깨져서 조심해서 보관한다.	Raspberries crush easily, so I store them carefully.
v1115	A1-A2	LA NOURRITURE ET LES REPAS	le kiwi	J'aime le kiwi.	Je coupe un kiwi en deux et je le mange à la cuillère.	나는 키위를 반으로 잘라 숟가락으로 먹는다.	I cut a kiwi in half and eat it with a spoon.
v1116	A1-A2	LA NOURRITURE ET LES REPAS	le melon	J'aime le melon.	Je garde le melon au réfrigérateur avant de le servir.	나는 멜론을 내기 전에 냉장고에 보관한다.	I keep the melon in the refrigerator before serving it.
v1117	A1-A2	LA NOURRITURE ET LES REPAS	la pastèque	J'aime la pastèque.	On coupe la pastèque en grandes tranches pour la partager.	우리는 수박을 나눠 먹으려고 크게 썬다.	We cut the watermelon into large slices to share it.
v1118	A1-A2	LA NOURRITURE ET LES REPAS	la banane	J'aime la banane.	Je mange une banane avant d'aller courir.	나는 달리러 가기 전에 바나나를 먹는다.	I eat a banana before going for a run.
v1119	A1-A2	LA NOURRITURE ET LES REPAS	l'orange (f.)	J'aime l'orange.	Je pèle une orange après le déjeuner.	나는 점심 후에 오렌지 껍질을 벗겨 먹는다.	I peel an orange after lunch.
v1120	A1-A2	LA NOURRITURE ET LES REPAS	la mandarine	J'aime la mandarine.	Je prends une mandarine comme collation au travail.	나는 직장에서 간식으로 귤을 먹는다.	I have a mandarin orange as a snack at work.
v1121	A1-A2	LA NOURRITURE ET LES REPAS	le pamplemousse	J'aime le pamplemousse.	Je coupe le pamplemousse en deux pour le petit déjeuner.	나는 아침 식사로 먹으려고 자몽을 반으로 자른다.	I cut the grapefruit in half for breakfast.
v1122	A1-A2	LA NOURRITURE ET LES REPAS	le citron	J'aime le citron.	Je presse un citron dans l'eau pour ajouter un peu d'acidité.	나는 물에 약간의 신맛을 더하려고 레몬을 짜 넣는다.	I squeeze a lemon into water to add a little acidity.
v1123	A1-A2	LA NOURRITURE ET LES REPAS	le citron vert	J'aime le citron vert.	Je presse un citron vert sur le poisson avant de le servir.	나는 생선을 내기 전에 라임을 짜서 뿌린다.	I squeeze a lime over the fish before serving it.
v1124	A1-A2	LA NOURRITURE ET LES REPAS	l'ananas (m.)	J'aime l'ananas.	Je coupe l'ananas en morceaux après avoir retiré la peau.	나는 껍질을 벗긴 뒤 파인애플을 조각으로 자른다.	I cut the pineapple into pieces after removing the skin.
v1125	A1-A2	LA NOURRITURE ET LES REPAS	le raisin	J'aime le raisin.	Je lave le raisin avant de le mettre sur la table.	나는 포도를 식탁에 놓기 전에 씻는다.	I wash the grapes before putting them on the table.
v1126	A1-A2	LA NOURRITURE ET LES REPAS	le raisin blanc	J'aime le raisin blanc.	Je garde le raisin blanc au frais pour qu'il reste croquant.	나는 청포도가 아삭하게 유지되도록 차갑게 보관한다.	I keep the green grapes chilled so they stay crisp.
v1127	A1-A2	LA NOURRITURE ET LES REPAS	la mangue	J'aime la mangue.	Je coupe une mangue en dés pour la salade de fruits.	나는 과일 샐러드에 넣으려고 망고를 깍둑썰기한다.	I dice a mango for the fruit salad.
v1128	A1-A2	LA NOURRITURE ET LES REPAS	la figue	J'aime la figue.	Je coupe une figue en deux et je la sers avec du fromage.	나는 무화과를 반으로 잘라 치즈와 함께 낸다.	I cut a fig in half and serve it with cheese.
v1129	A1-A2	LA NOURRITURE ET LES REPAS	le légume	J'aime le légume.	Je prépare des légumes rôtis pour accompagner le dîner.	나는 저녁 식사 곁들임으로 구운 채소를 준비한다.	I prepare roasted vegetables to go with dinner.
v1130	A1-A2	LA NOURRITURE ET LES REPAS	la salade	J'aime la salade.	Je prépare une salade avec des légumes frais.	나는 신선한 채소로 샐러드를 만든다.	I make a salad with fresh vegetables.
v1131	A1-A2	LA NOURRITURE ET LES REPAS	la tomate	J'aime la tomate.	Je coupe une tomate en rondelles pour le sandwich.	나는 샌드위치에 넣으려고 토마토를 얇게 썬다.	I slice a tomato for the sandwich.
v1132	A1-A2	LA NOURRITURE ET LES REPAS	la carotte	J'aime la carotte.	Je râpe une carotte dans la salade.	나는 샐러드에 당근을 갈아 넣는다.	I grate a carrot into the salad.
v1133	A1-A2	LA NOURRITURE ET LES REPAS	l'oignon (m.)	J'aime l'oignon.	Je fais revenir un oignon avant d'ajouter les autres ingrédients.	나는 다른 재료를 넣기 전에 양파를 볶는다.	I sauté an onion before adding the other ingredients.
v1134	A1-A2	LA NOURRITURE ET LES REPAS	le champignon	J'aime le champignon.	Je fais revenir les champignons avec un peu de beurre.	나는 버터를 조금 넣고 버섯을 볶는다.	I sauté the mushrooms with a little butter.
v1135	A1-A2	LA NOURRITURE ET LES REPAS	le concombre	J'aime le concombre.	Je coupe un concombre en fines rondelles pour la salade.	나는 샐러드에 넣으려고 오이를 얇게 썬다.	I slice a cucumber thinly for the salad.
v1136	A1-A2	LA NOURRITURE ET LES REPAS	l'aubergine (f.)	J'aime l'aubergine.	Je fais griller une aubergine avec un peu d'huile d'olive.	나는 올리브유를 조금 두르고 가지를 굽는다.	I grill an eggplant with a little olive oil.
v1137	A1-A2	LA NOURRITURE ET LES REPAS	la courgette	J'aime la courgette.	Je coupe une courgette en dés avant de la faire sauter.	나는 애호박을 볶기 전에 깍둑썰기한다.	I dice a zucchini before sautéing it.
v1138	A1-A2	LA NOURRITURE ET LES REPAS	la citrouille	J'aime la citrouille.	Je fais une soupe avec de la citrouille et des épices.	나는 호박과 향신료로 수프를 만든다.	I make soup with pumpkin and spices.
v1139	A1-A2	LA NOURRITURE ET LES REPAS	la ciboule	J'aime la ciboule.	J'ajoute de la ciboule juste avant de servir.	나는 내기 직전에 쪽파를 넣는다.	I add green onion just before serving.
v1140	A1-A2	LA NOURRITURE ET LES REPAS	le poireau	J'aime le poireau.	Je lave soigneusement le poireau avant de le couper.	나는 리크를 자르기 전에 꼼꼼히 씻는다.	I wash the leek carefully before cutting it.
v1141	A1-A2	LA NOURRITURE ET LES REPAS	la pomme de terre	J'aime la pomme de terre.	Je fais cuire les pommes de terre jusqu'à ce qu'elles soient tendres.	나는 감자가 부드러워질 때까지 익힌다.	I cook the potatoes until they are tender.
v1142	A1-A2	LA NOURRITURE ET LES REPAS	la patate douce	J'aime la patate douce.	Je fais rôtir une patate douce au four.	나는 고구마를 오븐에 굽는다.	I roast a sweet potato in the oven.
v1143	A1-A2	LA NOURRITURE ET LES REPAS	le poivron	J'aime le poivron.	Je coupe un poivron en lanières pour le faire sauter.	나는 볶으려고 피망을 길게 썬다.	I cut a bell pepper into strips for stir-frying.
v1144	A1-A2	LA NOURRITURE ET LES REPAS	le brocoli	J'aime le brocoli.	Je fais cuire le brocoli à la vapeur pour qu'il reste croquant.	나는 브로콜리가 아삭하게 남도록 찐다.	I steam the broccoli so it stays crisp.
v1145	A1-A2	LA NOURRITURE ET LES REPAS	le chou-fleur	J'aime le chou-fleur.	Je coupe le chou-fleur en petits bouquets avant de le rôtir.	나는 콜리플라워를 굽기 전에 작은 송이로 나눈다.	I cut the cauliflower into small florets before roasting it.
v1146	A1-A2	LA NOURRITURE ET LES REPAS	l'ail (m.)	J'aime l'ail.	J'écrase une gousse d'ail pour l'ajouter à la sauce.	나는 소스에 넣으려고 마늘 한 쪽을 으깬다.	I crush a clove of garlic to add to the sauce.
v1147	A1-A2	LA NOURRITURE ET LES REPAS	le gingembre	J'aime le gingembre.	Je râpe un peu de gingembre dans la marinade.	나는 마리네이드에 생강을 조금 갈아 넣는다.	I grate a little ginger into the marinade.
v1148	A1-A2	LA NOURRITURE ET LES REPAS	l'épinard (m.)	J'aime l'épinard.	J'ajoute des épinards à la poêle à la fin de la cuisson.	나는 조리 마지막에 팬에 시금치를 넣는다.	I add spinach to the pan at the end of cooking.
v1149	A1-A2	LA NOURRITURE ET LES REPAS	le chou	J'aime le chou.	Je coupe le chou finement pour faire une salade.	나는 샐러드를 만들려고 양배추를 얇게 채 썬다.	I slice the cabbage thinly to make a salad.
v1150	A1-A2	LA NOURRITURE ET LES REPAS	la laitue	J'aime la laitue.	Je lave la laitue et je l'essore avant de faire la salade.	나는 샐러드를 만들기 전에 상추를 씻고 물기를 뺀다.	I wash and dry the lettuce before making the salad.
v1151	A1-A2	LA NOURRITURE ET LES REPAS	le haricot	J'aime le haricot.	J'ajoute des haricots à la soupe pour la rendre plus consistante.	나는 수프를 더 든든하게 하려고 콩을 넣는다.	I add beans to the soup to make it more filling.
v1152	A1-A2	LA NOURRITURE ET LES REPAS	le pois	J'aime le pois.	J'ajoute des pois au riz quelques minutes avant la fin de la cuisson.	나는 밥이 다 되기 몇 분 전에 완두콩을 넣는다.	I add peas to the rice a few minutes before it finishes cooking.
v1153	A1-A2	LA NOURRITURE ET LES REPAS	le basilic	J'aime le basilic.	J'ajoute du basilic frais juste avant de servir les pâtes.	나는 파스타를 내기 직전에 신선한 바질을 넣는다.	I add fresh basil just before serving the pasta.
v1154	A1-A2	LA NOURRITURE ET LES REPAS	la viande	J'aime la viande.	Je fais mariner la viande avant de la griller.	나는 고기를 굽기 전에 양념에 재운다.	I marinate the meat before grilling it.
v1155	A1-A2	LA NOURRITURE ET LES REPAS	le bœuf	J'aime le bœuf.	Je fais cuire le bœuf à feu vif pour le saisir.	나는 소고기 겉면을 익히려고 센 불에 굽는다.	I cook the beef over high heat to sear it.
v1156	A1-A2	LA NOURRITURE ET LES REPAS	le porc	J'aime le porc.	Je fais cuire le porc complètement avant de le servir.	나는 돼지고기를 내기 전에 완전히 익힌다.	I cook the pork thoroughly before serving it.
v1157	A1-A2	LA NOURRITURE ET LES REPAS	l'agneau (m.)	J'aime l'agneau.	L'agneau se marie bien avec le romarin et l'ail.	양고기는 로즈마리와 마늘이 잘 어울린다.	Lamb goes well with rosemary and garlic.
v1158	A1-A2	LA NOURRITURE ET LES REPAS	le mouton	J'aime le mouton.	On cuisine souvent le mouton à feu doux pendant longtemps.	양고기는 보통 약한 불에서 오래 익힌다.	Mutton is often cooked slowly over low heat.
v1159	A1-A2	LA NOURRITURE ET LES REPAS	le poulet	J'aime le poulet.	Je coupe le poulet en morceaux avant de le faire sauter.	나는 닭고기를 볶기 전에 먹기 좋은 크기로 자른다.	I cut the chicken into pieces before stir-frying it.
v1160	A1-A2	LA NOURRITURE ET LES REPAS	la dinde	J'aime la dinde.	La dinde doit reposer quelques minutes après la cuisson.	칠면조는 조리 후 몇 분간 휴지시키는 것이 좋다.	Turkey should rest for a few minutes after cooking.
v1161	A1-A2	LA NOURRITURE ET LES REPAS	le canard	J'aime le canard.	Le canard est souvent servi avec une sauce légèrement sucrée.	오리고기는 약간 단맛이 나는 소스와 자주 함께 낸다.	Duck is often served with a slightly sweet sauce.
v1162	A1-A2	LA NOURRITURE ET LES REPAS	le jambon	J'aime le jambon.	J'ajoute du jambon au sandwich pour le rendre plus consistant.	나는 샌드위치를 더 든든하게 하려고 햄을 넣는다.	I add ham to the sandwich to make it more filling.
v1163	A1-A2	LA NOURRITURE ET LES REPAS	la saucisse	J'aime la saucisse.	Je fais dorer les saucisses à la poêle avant de les servir.	나는 소시지를 내기 전에 팬에서 노릇하게 굽는다.	I brown the sausages in a pan before serving them.
v1164	A1-A2	LA NOURRITURE ET LES REPAS	le steak	J'aime le steak.	Je laisse le steak reposer avant de le couper.	나는 스테이크를 자르기 전에 잠시 휴지시킨다.	I let the steak rest before cutting it.
v1165	A1-A2	LA NOURRITURE ET LES REPAS	le fromage	J'aime le fromage.	Je sors le fromage du réfrigérateur un peu avant de le servir.	나는 치즈를 내기 조금 전에 냉장고에서 꺼낸다.	I take the cheese out of the refrigerator shortly before serving it.
v1166	A1-A2	LA NOURRITURE ET LES REPAS	le beurre	J'aime le beurre.	Je fais fondre un peu de beurre dans la poêle.	나는 팬에 버터를 조금 녹인다.	I melt a little butter in the pan.
v1167	A1-A2	LA NOURRITURE ET LES REPAS	le pain	J'aime le pain.	Je coupe le pain juste avant de passer à table.	나는 식탁에 앉기 직전에 빵을 자른다.	I slice the bread just before we sit down to eat.
v1168	A1-A2	LA NOURRITURE ET LES REPAS	le croissant	J'aime le croissant.	Je prends un croissant avec mon café le matin.	나는 아침에 커피와 함께 크루아상을 먹는다.	I have a croissant with my coffee in the morning.
v1169	A1-A2	LA NOURRITURE ET LES REPAS	la baguette	J'aime la baguette.	J'achète une baguette fraîche à la boulangerie.	나는 빵집에서 갓 구운 바게트를 산다.	I buy a fresh baguette at the bakery.
v1170	A1-A2	LA NOURRITURE ET LES REPAS	le sandwich	J'aime le sandwich.	Je prépare un sandwich pour le déjeuner de demain.	나는 내일 점심으로 먹을 샌드위치를 준비한다.	I make a sandwich for tomorrow's lunch.
v1171	A1-A2	LA NOURRITURE ET LES REPAS	la pizza	J'aime la pizza.	On partage une pizza quand on n'a pas envie de cuisiner.	우리는 요리하기 싫을 때 피자를 나눠 먹는다.	We share a pizza when we don't feel like cooking.
v1172	A1-A2	LA NOURRITURE ET LES REPAS	le hamburger	J'aime le hamburger.	Je commande un hamburger sans oignons.	나는 양파를 빼고 햄버거를 주문한다.	I order a hamburger without onions.
v1173	A1-A2	LA NOURRITURE ET LES REPAS	la frite	J'aime la frite.	Les frites deviennent molles si elles restent trop longtemps dans la boîte.	감자튀김은 상자에 너무 오래 있으면 눅눅해진다.	Fries get soggy if they stay in the box too long.
v1174	A1-A2	LA NOURRITURE ET LES REPAS	la tarte	J'aime la tarte.	Je sers une tarte aux pommes encore tiède.	나는 아직 따뜻한 사과파이를 내놓는다.	I serve an apple pie while it is still warm.
v1175	A1-A2	LA NOURRITURE ET LES REPAS	le gâteau	J'aime le gâteau.	On coupe le gâteau après avoir soufflé les bougies.	우리는 촛불을 끈 뒤 케이크를 자른다.	We cut the cake after blowing out the candles.
v1176	A1-A2	LA NOURRITURE ET LES REPAS	le chocolat	J'aime le chocolat.	Je garde le chocolat dans un endroit frais et sec.	나는 초콜릿을 서늘하고 건조한 곳에 보관한다.	I keep chocolate in a cool, dry place.
v1177	A1-A2	LA NOURRITURE ET LES REPAS	le bonbon	J'aime le bonbon.	L'enfant prend un bonbon après le repas.	아이는 식사 후에 사탕 하나를 먹는다.	The child has a piece of candy after the meal.
v1178	A1-A2	LA NOURRITURE ET LES REPAS	la glace	J'aime la glace.	La glace fond vite quand il fait chaud.	아이스크림은 날씨가 더우면 빨리 녹는다.	Ice cream melts quickly when it is hot.
v1179	A1-A2	LA NOURRITURE ET LES REPAS	le dessert	J'aime le dessert.	Je garde un peu de place pour le dessert.	나는 디저트를 먹으려고 배를 조금 남겨 둔다.	I save a little room for dessert.
v1180	A1-A2	LA NOURRITURE ET LES REPAS	la confiture	J'aime la confiture.	J'étale de la confiture sur une tranche de pain.	나는 빵 한 조각에 잼을 바른다.	I spread jam on a slice of bread.
v1181	A1-A2	LA NOURRITURE ET LES REPAS	la mayonnaise	J'aime la mayonnaise.	J'ajoute un peu de mayonnaise dans le sandwich.	나는 샌드위치에 마요네즈를 조금 넣는다.	I add a little mayonnaise to the sandwich.
v1182	A1-A2	LA NOURRITURE ET LES REPAS	le ketchup	J'aime le ketchup.	Il met trop de ketchup sur ses frites.	그는 감자튀김에 케첩을 너무 많이 뿌린다.	He puts too much ketchup on his fries.
v1183	A1-A2	LA NOURRITURE ET LES REPAS	le riz	J'aime le riz.	Je rince le riz avant de le faire cuire.	나는 쌀을 익히기 전에 씻는다.	I rinse the rice before cooking it.
v1184	A1-A2	LA NOURRITURE ET LES REPAS	la soupe	J'aime la soupe.	Je réchauffe la soupe à feu doux.	나는 수프를 약한 불에서 데운다.	I reheat the soup over low heat.
v1185	A1-A2	LA NOURRITURE ET LES REPAS	l'œuf (m.)	J'aime l'œuf.	Je casse un œuf dans la poêle.	나는 팬에 계란 하나를 깬다.	I crack an egg into the pan.
v1186	A1-A2	LA NOURRITURE ET LES REPAS	l'œuf sur le plat (m.)	J'aime l'œuf sur le plat.	Je fais cuire un œuf sur le plat pour le petit déjeuner.	나는 아침 식사로 계란후라이를 만든다.	I fry an egg sunny-side up for breakfast.
v1187	A1-A2	LA NOURRITURE ET LES REPAS	les fruits de mer (m.)	J'aime les fruits de mer.	Je vérifie les allergies avant de servir des fruits de mer.	나는 해산물을 내기 전에 알레르기 여부를 확인한다.	I check for allergies before serving seafood.
v1188	A1-A2	LA NOURRITURE ET LES REPAS	le poisson	J'aime le poisson.	Je fais cuire le poisson jusqu'à ce qu'il se défasse facilement.	나는 생선살이 쉽게 부서질 때까지 익힌다.	I cook the fish until it flakes easily.
v1189	A1-A2	LA NOURRITURE ET LES REPAS	le thon	J'aime le thon.	J'ajoute du thon à la salade pour avoir plus de protéines.	나는 단백질을 더 보충하려고 샐러드에 참치를 넣는다.	I add tuna to the salad for extra protein.
v1190	A1-A2	LA NOURRITURE ET LES REPAS	le saumon	J'aime le saumon.	Je fais cuire le saumon côté peau en premier.	나는 연어를 껍질 쪽부터 먼저 익힌다.	I cook the salmon skin-side down first.
v1191	A1-A2	LA NOURRITURE ET LES REPAS	le maquereau	J'aime le maquereau.	Le maquereau a une saveur assez prononcée.	고등어는 맛이 꽤 진한 편이다.	Mackerel has a fairly strong flavor.
v1192	A1-A2	LA NOURRITURE ET LES REPAS	la morue	J'aime la morue.	Je dessale la morue avant de la cuisiner.	나는 대구를 요리하기 전에 소금기를 뺀다.	I soak the cod to remove excess salt before cooking it.
v1193	A1-A2	LA NOURRITURE ET LES REPAS	l'huître (f.)	J'aime l'huître.	On sert les huîtres bien froides avec du citron.	굴은 레몬과 함께 차갑게 내놓는다.	Oysters are served well chilled with lemon.
v1194	A1-A2	LA NOURRITURE ET LES REPAS	la moule	J'aime la moule.	Je jette les moules qui restent fermées après la cuisson.	나는 익힌 뒤에도 입이 닫힌 홍합은 버린다.	I discard mussels that stay closed after cooking.
v1195	A1-A2	LA NOURRITURE ET LES REPAS	le coquillage	J'aime le coquillage.	Je rince les coquillages plusieurs fois avant de les cuire.	나는 조개류를 익히기 전에 여러 번 헹군다.	I rinse shellfish several times before cooking them.
v1196	A1-A2	LA NOURRITURE ET LES REPAS	la crevette	J'aime la crevette.	Je décortique les crevettes avant de les ajouter aux pâtes.	나는 파스타에 넣기 전에 새우 껍질을 벗긴다.	I peel the shrimp before adding them to the pasta.
v1197	A1-A2	LA NOURRITURE ET LES REPAS	le sel	J'aime le sel.	Ajoute le sel petit à petit et goûte la sauce.	소금은 조금씩 넣으면서 소스 맛을 봐.	Add the salt little by little and taste the sauce.
v1198	A1-A2	LA NOURRITURE ET LES REPAS	le sucre	J'aime le sucre.	Je réduis le sucre dans cette recette.	나는 이 레시피에서 설탕 양을 줄인다.	I reduce the sugar in this recipe.
v1199	A1-A2	LA NOURRITURE ET LES REPAS	l'huile (f.)	J'aime l'huile.	Je fais chauffer l'huile avant d'ajouter les légumes.	나는 채소를 넣기 전에 기름을 달군다.	I heat the oil before adding the vegetables.
v1250	A1-A2	LES BOISSONS	la boisson	J'aime la boisson.	Quelle boisson voulez-vous avec votre repas ?	식사와 함께 어떤 음료를 드시겠어요?	What drink would you like with your meal?
v1251	A1-A2	LES BOISSONS	le café noir	J'aime le café noir.	Je prends un café noir sans sucre le matin.	나는 아침에 설탕 없이 블랙커피를 마신다.	I have black coffee without sugar in the morning.
v1252	A1-A2	LES BOISSONS	le (café) expresso	J'aime l'expresso.	Je commande un expresso après le déjeuner.	나는 점심 식사 후에 에스프레소를 주문한다.	I order an espresso after lunch.
v1253	A1-A2	LES BOISSONS	le café allongé	J'aime le café allongé.	Le café allongé est moins fort qu'un expresso.	롱커피는 에스프레소보다 덜 진하다.	A long coffee is less strong than an espresso.
v1254	A1-A2	LES BOISSONS	le café au lait	J'aime le café au lait.	Je prends un café au lait au petit déjeuner.	나는 아침 식사 때 밀크커피를 마신다.	I have coffee with milk at breakfast.
v1255	A1-A2	LES BOISSONS	le cappuccino	J'aime le cappuccino.	Elle commande un cappuccino avec beaucoup de mousse.	그녀는 거품이 많은 카푸치노를 주문한다.	She orders a cappuccino with lots of foam.
v1256	A1-A2	LES BOISSONS	le jus	J'aime le jus.	Je bois un jus d'orange frais le matin.	나는 아침에 신선한 오렌지 주스를 마신다.	I drink fresh orange juice in the morning.
v1257	A1-A2	LES BOISSONS	le thé	J'aime le thé.	Je bois du thé quand je veux éviter le café.	나는 커피를 피하고 싶을 때 차를 마신다.	I drink tea when I want to avoid coffee.
v1258	A1-A2	LES BOISSONS	le chocolat chaud	J'aime le chocolat chaud.	Un chocolat chaud me réchauffe après être resté dehors.	밖에 오래 있다가 들어오면 핫초콜릿으로 몸을 녹인다.	Hot chocolate warms me up after I've been outside.
v1259	A1-A2	LES BOISSONS	le lait	J'aime le lait.	J'ajoute un peu de lait dans mon café.	나는 커피에 우유를 조금 넣는다.	I add a little milk to my coffee.
v1260	A1-A2	LES BOISSONS	le coca	J'aime le coca.	Je prends un coca avec mon hamburger.	나는 햄버거와 함께 콜라를 마신다.	I have a cola with my hamburger.
v1261	A1-A2	LES BOISSONS	le soda	J'aime le soda.	Je bois rarement du soda parce que c'est très sucré.	나는 탄산음료가 너무 달아서 거의 마시지 않는다.	I rarely drink soda because it is very sweet.
